ID,Name,ImpactFactor,TypeofScience,publisher,URL,URL2,data_sharing_req_pub,data_sharing_req_noeffct_pub,data_sharing_encouraged,data_sharing_review,data_sharing_mentioned,data_sharing_protein,data_sharing_codes,data_sharing_none,protein_deposit,code_deposit,trial_deposit,online_reposit,journal_host_sharing,share_request_to_author,multiple_sharing,unspecified_sharing,journal_host_all,journal_host_limit,journal_host_unspecified,open_access,Subcription.,data_copyright,archival,reproducibility
115,CANADIAN MATHEMATICAL BULLETIN-BULLETIN CANADIEN DE MATHEMATIQUES,0.486,M,Cambridge University Press,https://cms.math.ca/cmb/authors,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
116,CANCER CELL,27.407,C,Elsevier,https://www.cell.com/cancer-cell/authors,NA,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
117,CARTOGRAPHIC JOURNAL,0.772,S,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ycaj20,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
118,CELL AND TISSUE RESEARCH,2.787,B,Springer Berlin Heidelberg,file:///C:/Users/moralesm4/Downloads/CTR%20Instructions%20for%20authors%202016.pdf,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
119,CELL BIOLOGY INTERNATIONAL,1.831,B,Wiley ,https://onlinelibrary.wiley.com/page/journal/10958355/homepage/ForAuthors.html,NA,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
120,Cell Journal,1.636,B,Cell Press,https://www.cell.com/cell/authors,NA,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,NA,NA,NA,0,1,0,0,0
121,CHAOS SOLITONS & FRACTALS,1.455,M,Elsevier,https://www.elsevier.com/journals/chaos-solitons-and-fractals/0960-0779/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
122,ChemElectroChem,4.136,P,Wiley / ChemPubSoc Europe,https://onlinelibrary.wiley.com/page/journal/21960216/homepage/notice-to-authors,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
123,CHEMICAL ENGINEERING RESEARCH & DESIGN,2.538,P,Elsevier,https://www.elsevier.com/journals/chemical-engineering-research-and-design/0263-8762/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
124,CHEMICAL VAPOR DEPOSITION,1.333,P,Wiley,https://onlinelibrary.wiley.com/pb-assets/assets/21967350/2706_Guide_for_Authors.pdf,NA,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
125,China Communications,0.903,P,IEEE,http://ieeeauthorcenter.ieee.org/publish-with-ieee/author-education-resources/guidelines-and-policies/,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
126,CHINESE ANNALS OF MATHEMATICS SERIES B,0.362,M,Springer Science+Business Media,file:///C:/Users/moralesm4/Downloads/11401_IFA.pdf,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
127,Chinese Journal of International Law,0.857,S,Chinese Society of International Law / Oxford University Press,https://academic.oup.com/chinesejil/pages/General_Instructions,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
128,CHINESE PHYSICS LETTERS,0.8,P,Chinese Physical Society,http://iopscience.iop.org/journal/0256-307X/page/Guidelines_for_authors,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
129,CIENCIAS MARINAS,0.689,B,Universidad AutoÌnoma de Baja California,http://www.cienciasmarinas.com.mx/index.php/cmarinas/about/submissions,http://www.cienciasmarinas.com.mx/index.php/cmarinas/about,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,0
130,Circulation-Cardiovascular Interventions,6.598,C,American Heart Association,http://circinterventions.ahajournals.org/content/journal-policies,NA,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,NA,NA,NA,0,1,0,0,1
131,CLIMATIC CHANGE,3.496,P,Springer Science+Business Media,https://www.springer.com/earth+sciences+and+geography/atmospheric+sciences/journal/10584,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
132,Clinical and Translational Allergy,3.239,C,BioMed Central(BMC),https://www.biomedcentral.com/getpublished/editorial-policies#availability+of+data+and+materials,NA,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,NA,NA,NA,0,1,0,0,1
133,Clinical Child Psychology and Psychiatry,1.145,C,Sage,https://us.sagepub.com/en-us/nam/journal/clinical-child-psychology-and-psychiatry#OpenAccess,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
134,CLINICAL EEG AND NEUROSCIENCE,2.163,C,Sage,https://us.sagepub.com/en-us/nam/clinical-eeg-and-neuroscience/journal202106#_2._Editorial_policies,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
135,CLINICAL INFECTIOUS DISEASES,8.216,B,Oxford University Press,https://academic.oup.com/cid/pages/Policies#Deposition%20of%20sequence%20and%20microarray%20data,NA,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
136,Clinical Lipidology,0.54,B,Elsevier,https://www.lipidjournal.com/content/authorinfo#idp1546784,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
137,Clinics in Liver Disease,3.4,C,Elsevier,https://www.theclinics.com/authorinformation#Authorship,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
138,CMC-Computers Materials & Continua,0.339,M,Tech Science Press,http://www.techscience.com/cmc/auth_instru.html,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
139,COLLOID JOURNAL,0.859,P,Pleiades Publishing,file:///C:/Users/moralesm4/Downloads/guid%20(1).pdf  ,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
140,Communications in Mathematical Sciences,1.425,M,International Press,http://intlpress.com/site/pub/pages/journals/items/cms/_home/submissions/index.html ,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
141,COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING,0.487,M,Emerald,http://emeraldgrouppublishing.com/products/journals/author_guidelines.htm?id=compel#7 ,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,1,0,0,0,1
142,COMPUTATIONAL INTELLIGENCE,0.964,M,Wiley,https://onlinelibrary.wiley.com/page/journal/14678640/homepage/ForAuthors.html ,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
143,Computational Methods and Function Theory,0.455,M,Springer Berlin Heidelberg,https://www.springer.com/mathematics/analysis/journal/40315 ,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
144,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,1.615,M,Elsevier,https://www.elsevier.com/journals/computer-languages-systems-and-structures/1477-8424/guide-for-authors ,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
145,COMPUTER PHYSICS COMMUNICATIONS,3.936,M,Â Elsevier,https://www.elsevier.com/journals/computer-physics-communications/0010-4655/guide-for-authors ,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
146,COMPUTER SYSTEMS SCIENCE AND ENGINEERING,0.348,M,CRL Publishing,http://www.crlpublishing.co.uk/journal.asp?j=csse&s=Notes%20for%20Authors ,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
147,COMPUTERS & EDUCATION,3.819,M,Elsevier,https://www.elsevier.com/journals/computers-and-education/0360-1315/guide-for-authors#87500 ,NA,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
148,COMPUTERS & INDUSTRIAL ENGINEERING,2.623,M,Elsevier,https://www.elsevier.com/journals/computers-and-industrial-engineering/0360-8352/guide-for-authors ,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
149,CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,1,M,Sage,https://us.sagepub.com/en-us/nam/journal/concurrent-engineering#ReportingGuidelines ,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
150,CONGENITAL ANOMALIES,1.537,C,Wiley,https://onlinelibrary.wiley.com/page/journal/17414520/homepage/ForAuthors.html,NA,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
151,CONSCIOUSNESS AND COGNITION,2.144,C,Elsevier,https://www.elsevier.com/journals/consciousness-and-cognition/1053-8100/guide-for-authors ,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
152,Contemporary European History,0.406,S,Cambridge University PressÂ ,https://www.cambridge.org/core/journals/contemporary-european-history/information/instructions-contributors ,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
153,Contemporary Politics,0.571,S,Taylor and Francis,https://www.tandfonline.com/action/authorSubmission?journalCode=ccpo20&page=instructions#dsp,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
154,Control Engineering and Applied Informatics,0.695,P,Romanian Society of Control Engineering and Technical Informatics,http://www.ceai.srait.ro/index.php?journal=ceai&page=about&op=editorialPolicies#sectionPolicies,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,0
155,CRIMINAL JUSTICE AND BEHAVIOR,2.099,C,International Association for Correctional and Forensic Psychology,https://us.sagepub.com/en-us/nam/journal/criminal-justice-and-behavior#submission-guidelines,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
156,Critical Perspectives on Accounting,1.5,S,Elsevier,https://www.elsevier.com/journals/critical-perspectives-on-accounting/1045-2354/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
157,CRITICAL SOCIAL POLICY,1.294,S,Sage,https://us.sagepub.com/en-us/nam/journal/critical-social-policy#EditorialPolicies,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
158,CRYPTOGAMIE MYCOLOGIE,1.982,B,Association des Amis des Cryptogames,http://www.cryptogamie.com/pagint_en/instructions/instructions_authors.pdf,NA,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
159,CRYSTAL RESEARCH AND TECHNOLOGY,1,P,Wiley,https://wol-prod-cdn.literatumonline.com/pb-assets/assets/15214079/CRAT_Guide_for_Authors-1510016398000.pdf,https://onlinelibrary.wiley.com/page/journal/15214079/homepage/2223_onlineopen.html,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
160,CULTURAL GEOGRAPHIES,2.365,B,Sage,https://us.sagepub.com/en-us/nam/journal/cultural-geographies#EditorialPolicies,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
161,CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,6.136,P,Elsevier,https://www.elsevier.com/journals/current-opinion-in-colloid-and-interface-science/1359-0294/guide-for-authors,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
162,CURRENT OPINION IN OBSTETRICS & GYNECOLOGY,2.416,C,"Lippincott, Williams & Wilkins",http://edmgr.ovid.com/coog/accounts/ifauth.htm,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
163,Current Zoology,2.181,B,Oxford University Press,https://academic.oup.com/journals/pages/access_purchase/rights_and_permissions/self_archiving_policy_f,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,0
164,Cutaneous and Ocular Toxicology,1.213,C,Taylor and Francis Group,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=icot20#trials,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
165,DEPRESSION AND ANXIETY,4.971,S,Wiley-Blackwell,https://onlinelibrary.wiley.com/page/journal/15206394/homepage/forauthors.html#_5._EDITORIAL_POLICIES,NA,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
166,DESIGN AUTOMATION FOR EMBEDDED SYSTEMS,0.516,M,Springer US,https://www.springer.com/engineering/electronics/journal/10617?detailsPage=pltci_1060717,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
167,DIABETIC MEDICINE,3.054,C,Wiley,https://onlinelibrary.wiley.com/page/journal/14645491/homepage/forauthors.html,NA,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
169,Digital Investigation,1.774,M,Elsevier,https://www.elsevier.com/journals/digital-investigation/1742-2876/guide-for-authors,NA,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
170,DISCOURSE STUDIES,0.833,M,sage,https://us.sagepub.com/en-us/nam/journal/discourse-studies#submission-guidelines,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
173,DNA REPAIR,3.61,C,Elsevier,https://www.elsevier.com/journals/dna-repair/1568-7864/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
174,Doklady Biochemistry and Biophysics,0.471,B,Pleiades Publishing,http://pleiades.online/en/journal/danbcbp/authors-instructions/,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
175,DRUG AND ALCOHOL DEPENDENCE,3.222,C,Elsevier,https://www.elsevier.com/journals/drug-and-alcohol-dependence/0376-8716/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
176,Dyna,0.541,P,Universidad Nacional de Colombia,http://www.scielo.org.co/revistas/dyna/iinstruc.htm,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
177,EARTH MOON AND PLANETS,0.875,P,Springer Netherlands,https://www.springer.com/astronomy/astrophysics+and+astroparticles/journal/11038?detailsPage=pltci_1883218,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
178,EARTH SCIENCES HISTORY,0.147,S,History of Earth Sciences Society,http://earthscienceshistory.org/userimages/ContentEditor/1428611582735/Author%20Guidelines.pdf?code=hess-site,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
179,ECOLOGICAL ECONOMICS,2.965,B,Elsevier,https://www.elsevier.com/journals/ecological-economics/0921-8009/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
180,Econometric Reviews,1.333,M,Taylor and Francis,https://www.tandfonline.com/action/authorSubmission?journalCode=lecr20&page=instructions,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
181,Econometrics Journal,0.513,M,Wiley,http://www.res.org.uk/view/econometricsReplication.html,NA,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1
182,ECONOMIC INQUIRY,0.922,S,Wiley blackwell ,http://www.weai.org/Submission-Instructions,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
183,EDUCATIONAL POLICY,1.03,S,sage ,https://uk.sagepub.com/sites/default/files/author_archiving_policies_and_re-use.pdf,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
184,EDUCATIONAL STUDIES,0.581,S,Taylor and Francis,https://www.tandfonline.com/action/authorSubmission?journalCode=ceds20&page=instructions,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
185,EDUCATIONAL TECHNOLOGY & SOCIETY,1.584,S,"National Taiwan Normal University, Taiwan",https://www.j-ets.net/ETS/guide.html ,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,0
186,EMERGENCY MEDICINE JOURNAL,1.861,C,BJM,https://authors.bmj.com/policies/data-sharing/ ,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
187,Emirates Journal of Food and Agriculture,0.494,B,"College of FoodÂ and Agriculture,Â United Arab Emirates University",https://www.ejmanager.com/my/ejfa/submit.php?isl=gfa&lng=,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,0
188,Endocrine Practice,2.347,C,"AACECORP, INC",https://www.aace.com/files/info-for-authors.pdf,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
189,Energy & Environmental Science,29.518,B, Royal Society of Chemistry,http://www.rsc.org/journals-books-databases/journal-authors-reviewers/prepare-your-article/experimental-data/,NA,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
190,Energy Technology,2.789,P,wiley  ,https://onlinelibrary.wiley.com/page/journal/21944296/homepage/2198_guidelines.html,NA,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
191,ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,2.894,M,Elsevier,https://www.elsevier.com/journals/engineering-applications-of-artificial-intelligence/0952-1976/guide-for-authors ,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
192,ENVIRONMENT AND HISTORY,0.659,B,The White Horse Press,http://www.whpress.co.uk/EH/EHinst.html ,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
193,ENVIRONMENTAL & RESOURCE ECONOMICS,1.582,B,Springer Netherlands,https://www.springer.com/economics/environmental/journal/10640,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
194,ENVIRONMENTAL GEOCHEMISTRY AND HEALTH,2.616,P,Springer Netherlands,https://www.springer.com/environment/environmental+health+-+public+health/journal/10653?detailsPage=pltci_2042607,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
195,ENVIRONMENTAL POLITICS,1.922,B,Taylor and Francis,https://www.tandfonline.com/action/authorSubmission?journalCode=fenp20&page=instructions#dsp ,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
196,Environmental Progress & Sustainable Energy,1.672,P,Wiley,https://onlinelibrary.wiley.com/page/journal/19447450/homepage/forauthors.html,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
197,ENVIRONMENTAL RESEARCH,3.835,B,Elsevier,https://www.elsevier.com/journals/environmental-research/0013-9351/guide-for-authors,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
198,Environmental Science-Processes & Impacts,2.592,P,Â Royal Society of ChemistryÂ ,http://www.rsc.org/journals-books-databases/journal-authors-reviewers/prepare-your-article/experimental-data/,NA,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
199,EPIDEMIOLOGY,5.986,C,"Lippincott, Williams & Wilkins",http://edmgr.ovid.com/epid/accounts/ifauth.htm,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,1
200,EURASIP Journal on Audio Speech and Music Processing,1.579,P,SpringerOpen,https://asmp-eurasipjournals.springeropen.com/submission-guidelines/editorial-policies,NA,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,NA,NA,NA,1,0,0,0,1
201,EUROPEAN JOURNAL OF AGRONOMY,3.757,B,Elsevier,https://www.elsevier.com/journals/european-journal-of-agronomy/1161-0301/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
202,EUROPEAN JOURNAL OF CANCER,6.029,C,Elsevier,https://www.elsevier.com/journals/european-journal-of-cancer/0959-8049/guide-for-authors,NA,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,NA,NA,NA,0,1,0,0,1
203,EUROPEAN JOURNAL OF COMMUNICATION,1.408,S,sage ,https://us.sagepub.com/en-us/nam/journal/european-journal-communication#submission-guidelines,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
204,EUROPEAN JOURNAL OF MARKETING,1.333,S,Emerald Publishing,http://www.emeraldgrouppublishing.com/products/journals/author_guidelines.htm?id=ejm ,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
205,European Law Review,0.31,S,Â Sweet & Maxwell,http://www.sweetandmaxwell.co.uk/Catalogue/ProductDetails.aspx?recordid=427&productid=6968 ,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
206,EUROPEAN PLANNING STUDIES,1.332,S,Taylor and Francis,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ceps20#dsp ,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
208,Evolutionary Bioinformatics,1.5,M,Sage,https://us.sagepub.com/en-us/nam/evolutionary-bioinformatics/journal202656#submission-guidelines ,NA,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
209,EXCLI Journal,1.462,B,Â IfADo - Leibniz Research Centre for Working Environment and Human Factors,http://www.excli.de/instructions_to_authors.php,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,1,0,0,0,1
210,EXPERIMENTAL MATHEMATICS,0.538,M,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=uexm20 ,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
211,EXPERT OPINION ON PHARMACOTHERAPY,3.894,C,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ieop20 ,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
212,EXPERT SYSTEMS WITH APPLICATIONS,3.928,P,Elsevier,https://www.elsevier.com/journals/expert-systems-with-applications/0957-4174/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
213,Feminist Criminology,0.97,S,Sage / Division on Women and Crime of the American Society of Criminology,https://us.sagepub.com/en-us/nam/journal/feminist-criminology#submission-guidelines,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
214,Feminist Theory,1.114,S,Sage ,https://us.sagepub.com/en-us/nam/journal/feminist-theory#EditorialPolicies,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,1
215,Food Engineering Reviews,3.571,B,Springer,https://www.springer.com/food+science/journal/12393?detailsPage=pltci_1060797 ,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
216,Food Security,2.271,B,Springer Netherlands,https://www.springer.com/life+sciences/agriculture/journal/12571?detailsPage=pltci_3394151,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
217,FORMAL ASPECTS OF COMPUTING,1.041,M,Springer London,https://www.springer.com/computer/theoretical+computer+science/journal/165?detailsPage=pltci_1365578,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
219,FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY,1.54,M,World Scientific ,https://www.worldscientific.com/page/authors/author-rights,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
220,Frontiers in Bioscience-Landmark,2.497,B,Frontiers in Bioscience,https://www.bioscience.org/authors,NA,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,0,1,0,0,1
221,Frontiers in Neurology,3.552,C,Frontiers,https://www.frontiersin.org/journals/neurology#author-guidelines,NA,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,NA,NA,NA,1,0,0,0,1
222,Frontiers in Neurorobotics,2.486,P,Frontiers,https://www.frontiersin.org/journals/neurorobotics#author-guidelines,NA,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,NA,NA,NA,1,0,0,0,1
223,FUNGAL GENETICS AND BIOLOGY,3.072,B,Elsevier,https://www.elsevier.com/journals/fungal-genetics-and-biology/1087-1845/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
224,GASTROINTESTINAL ENDOSCOPY,6.501,C,Elsevier,https://www.giejournal.org/content/authorinfo#reg,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
225,GAYANA,0.553,B,"Universidad de ConcepciÃ³n, Chile",http://www.gayana.cl/journal_files/guidelines-Gayana-2018.pdf,NA,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
228,GENERAL HOSPITAL PSYCHIATRY,2.279,C,Elsevier,https://www.elsevier.com/journals/general-hospital-psychiatry/0163-8343/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
229,GEOCHEMICAL TRANSACTIONS,1.71,P,Springer / Royal Society of Chemistry,https://geochemicaltransactions.springeropen.com/submission-guidelines/editorial-policies,NA,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,NA,NA,NA,1,0,0,0,0
230,GEOFORUM,2.067,S,Elsevier,https://www.elsevier.com/journals/geoforum/0016-7185/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
